timestamp,algorithm,n,seed,neg_ratio,dataset_key,batch_id,run_kind,runtime_us,k,neg_count,pos_count,partition_ok,k_ok,ok,array_file
20260327_154448_647074_ddb34c,Transform-and-Conquer,5000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154447_997897_a91825,all,858,2476,2476,2524,True,True,True,
20260327_154448_710357_f6f4a9,Divide-and-Conquer,5000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154447_997897_a91825,all,15237,2476,2476,2524,True,True,True,
20260327_154458_185735_bcd768,Direct Scan,10000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154455_859389_31978f,all,771121,4966,4966,5034,True,True,True,
20260327_154458_217479_b79823,Two Pointers,10000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154455_859389_31978f,all,1573,4966,4966,5034,True,True,True,
20260327_154458_249198_1e3947,Transform-and-Conquer,10000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154455_859389_31978f,all,1661,4966,4966,5034,True,True,True,
20260327_154458_376218_7aca62,Divide-and-Conquer,10000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_154455_859389_31978f,all,35590,4966,4966,5034,True,True,True,
20260327_173243_886074_ff80f5,Direct Scan,50000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173139_239067_85b7dd,all,21547462,24904,24904,25096,True,True,True,
20260327_173243_948919_c5401e,Two Pointers,50000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173139_239067_85b7dd,all,7545,24904,24904,25096,True,True,True,
20260327_173244_011979_788ca6,Transform-and-Conquer,50000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173139_239067_85b7dd,all,8752,24904,24904,25096,True,True,True,
20260327_173244_569265_fa904d,Divide-and-Conquer,50000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173139_239067_85b7dd,all,174429,24904,24904,25096,True,True,True,
20260327_173716_003800_8efbcd,Direct Scan,100000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173257_857076_a9cd14,all,86047124,49800,49800,50200,True,True,True,
20260327_173716_098114_95cde6,Two Pointers,100000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173257_857076_a9cd14,all,15105,49800,49800,50200,True,True,True,
20260327_173716_208186_e6c9fc,Transform-and-Conquer,100000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173257_857076_a9cd14,all,17911,49800,49800,50200,True,True,True,
20260327_173717_352320_8d5ac5,Divide-and-Conquer,100000,999,0.500000,seed=999|neg_ratio=0.500000,all_20260327_173257_857076_a9cd14,all,366423,49800,49800,50200,True,True,True,
